OID,PID
263,273
263,526
264,857
264,857
264,857
264,1739
264,1739
264,1739
265,3512
265,3512
266,666
266,666
266,666
266,2268
266,2268
266,1403
266,3264
266,3264
266,3264
266,128
266,128
266,128
267,2881
267,2881
267,547
267,547
267,372
267,372
267,372
268,708
268,708
268,403
268,403
269,311
269,311
269,311
269,1610
269,1610
269,1610
269,3204
269,3016
270,3927
270,3927
270,3927
270,576
270,576
270,576
270,1766
271,3141
271,3141
271,3268
272,3712
273,3418
273,2022
273,2022
274,3961
274,3961
274,3961
274,3881
274,3881
274,2613
274,1161
274,32
274,32
275,3397
275,3397
275,17
275,17
275,858
275,858
276,3116
276,3116
277,2331
277,2331
277,1011
277,1451
277,1451
277,1281
277,1281
278,2528
278,2528
278,2528
278,3736
278,3736
279,1249
279,1249
279,3772
279,3772
279,3719
279,1950
279,1837
279,1837
279,1837
280,3484
281,3290
281,3290
281,2613
281,3474
281,2680
282,3169
282,3169
282,1841
282,1841
282,3543
282,3543
283,2897
283,638
283,3681
283,3681
283,2805
283,2805
283,3530
283,3530
284,3776
284,3776
284,3776
284,2766
284,653
284,2926
284,2926
285,2860
286,841
286,841
286,1573
286,1573
286,1573
286,3479
286,3479
286,3479
287,2503
287,2503
287,2503
287,2899
287,2899
287,442
287,442
287,442
287,3313
287,3313
288,2378
288,3678
288,2099
288,2099
288,2099
288,2639
288,518
288,518
288,518
289,1552
289,1552
290,2950
290,2950
290,2950
291,490
291,3162
292,1202
292,1202
292,1140
292,1140
292,2611
292,2611
292,372
292,372
292,372
293,920
293,840
293,3233
293,3233
293,3012
293,3012
293,3012
294,3659
294,3659
294,3659
294,2908
295,106
295,106
295,106
295,2022
295,3295
295,3295
295,3295
295,2683
295,2683
295,2683
296,1595
296,1595
296,2697
297,1132
297,3039
297,3039
297,3039
298,3591
298,2966
298,2966
298,2966
299,3478
299,3478
299,3478
299,2048
300,2452
300,2826
300,1960
300,1960
300,871
300,871
300,871
300,1693
301,1878
301,1878
301,1878
301,2112
301,2112
301,3556
301,3556
301,3556
301,252
301,3906
301,3906
301,3906
302,3802
302,3802
302,3574
302,3574
302,3574
302,2110
302,2110
302,3692
302,3692
302,3692
302,1153
302,1153
303,2341
304,2758
304,3847
304,3847
304,3406
304,1977
305,2700
305,2700
305,2700
305,2977
305,2977
305,2977
305,923
305,923
306,400
306,1644
306,1644
306,3861
306,1612
306,1728
306,1728
307,1768
307,801
308,2767
308,2767
308,2767
308,1653
308,1653
308,1653
309,3369
309,3369
309,3369
309,2714
309,2714
310,1631
310,1631
310,1631
310,489
310,489
311,1441
311,1441
311,2772
311,1561
311,1561
312,252
312,252
312,252
313,2501
313,2501
313,209
313,209
314,1708
314,1708
314,1603
314,1603
314,1603
314,2512
314,2512
315,697
315,3872
315,3872
315,3872
315,1841
315,3421
316,1430
316,1920
316,1920
316,1920
317,2452
317,2452
318,3966
318,3966
318,3966
318,1094
319,2966
319,2966
319,1661
319,3699
319,3699
319,3699
319,1763
319,1763
319,1763
319,3793
319,3793
320,2184
320,2447
320,2272
320,2272
320,2272
321,174
321,174
321,174
322,3632
322,2432
322,2432
322,2931
322,2931
323,3703
323,1667
323,1667
324,2977
325,416
325,3862
325,3862
325,3862
326,2333
326,2081
326,2081
327,2473
327,2473
327,3893
327,3893
327,3893
327,2938
327,2679
327,2679
327,2679
328,1851
328,1851
328,1851
329,260
329,260
329,260
329,430
329,430
329,3116
329,3116
329,108
329,108
330,895
330,895
330,377
330,377
330,1197
330,3951
330,3951
330,3951
330,2835
330,2835
331,151
331,429
331,429
331,429
331,2526
331,2526
331,1141
331,1141
331,1141
332,2409
332,2409
332,2409
332,1862
332,1862
332,1862
333,3845
333,2228
333,2228
333,3612
333,3612
334,3209
334,3209
334,3209
334,3705
334,3705
335,1064
335,743
336,1973
336,1973
336,1973
337,1995
337,3643
337,3530
337,3530
337,3218
337,1499
337,1499
337,1499
338,3005
338,318
338,318
338,3389
338,3389
339,2161
339,2161
339,575
339,1294
339,1294
339,3838
339,3838
339,3838
339,325
339,325
339,325
340,817
340,2188
340,2188
340,2188
341,3629
341,3629
341,3629
341,2784
341,2784
341,197
341,197
341,827
341,827
341,1682
341,1682
341,1682
342,1236
342,1236
342,904
342,596
342,596
343,416
343,416
343,416
343,2605
343,2605
344,3552
344,3552
344,3552
344,266
344,267
344,3085
344,1858
344,1858
344,1858
345,2621
345,3511
345,3511
345,3348
345,1695
345,1695
345,1695
345,3936
345,3936
346,1980
346,1980
346,1980
346,1499
346,1499
346,3787
346,3787
346,3787
346,3740
346,3740
346,3607
347,1108
347,1108
347,1108
347,1269
347,1269
348,3554
348,3554
348,1360
348,1360
348,2694
348,2694
348,3547
348,3547
348,3547
348,2466
348,2466
349,1933
349,1933
349,2898
349,2898
349,2898
350,463
350,463
350,463
350,96
351,2250
351,2250
351,2250
351,3440
352,3349
352,1927
352,1927
352,1927
352,2126
352,2126
352,2126
353,1960
353,1960
353,1271
354,3806
354,3806
354,342
354,342
354,1144
354,807
354,807
354,807
354,3293
354,3293
354,3293
355,1576
355,1576
356,1475
357,890
357,890
357,890
357,804
358,568
358,568
358,2087
359,316
359,316
359,316
359,246
359,246
359,246
359,1664
359,1664
359,1664
359,3612
359,1675
359,1675
360,855
360,855
360,855
360,523
360,523
360,523
361,3590
361,3590
361,3590
362,50
362,2688
362,3374
362,3374
363,1063
363,1063
363,1063
364,669
364,669
365,3640
365,3640
365,3640
365,1091
365,1091
365,1028
365,1028
365,320
365,320
365,320
366,9
366,9
367,917
367,917
367,3620
367,3620
367,2595
367,2595
367,2595
367,1077
367,1077
367,951
368,3819
368,3819
368,1581
368,1581
368,810
368,995
369,893
369,893
369,893
369,1967
369,1967
369,2962
369,2962
369,482
369,482
369,482
370,902
370,515
370,3224
370,3224
370,732
370,732
371,3180
371,3180
371,3431
371,3431
372,3915
372,3915
372,3915
372,2316
372,2316
372,1778
372,1778
372,1778
372,2204
373,1488
373,1488
373,709
373,709
373,1777
373,1777
373,1526
374,718
374,718
374,718
374,3740
374,3740
374,2153
374,2153
374,2153
374,2795
374,2795
374,2980
374,2980
375,2300
375,1787
375,1489
375,1489
375,1489
375,1353
376,714
376,714
376,714
376,138
376,138
376,3691
376,981
376,981
377,21
377,21
378,359
378,359
378,359
379,700
379,700
379,2268
379,2268
379,3207
379,3207
379,3207
379,1346
379,1346
379,1346
380,789
380,789
380,789
380,2859
380,2859
380,2859
380,3567
380,2091
380,2091
380,2091
380,1790
380,1790
381,431
381,431
381,431
381,1728
381,1728
381,1728
381,3648
381,3648
381,3648
381,3311
381,3311
382,294
382,1627
382,1627
383,2392
383,1183
383,1183
383,2016
383,2016
383,1599
383,936
383,936
384,3143
384,3143
384,2627
384,2627
384,2700
384,440
384,440
384,440
384,2808
384,2808
384,2808
385,3652
385,3652
386,3315
386,3315
386,909
386,909
387,2275
387,3902
387,3902
387,3902
388,1711
388,1711
388,1711
389,2731
389,2731
390,698
390,698
390,698
390,401
390,401
390,401
390,635
390,2520
390,2520
390,2276
390,2276
390,2276
391,2265
391,2265
392,3107
392,3107
392,2958
392,758
392,257
392,257
392,257
392,3097
392,3097
393,2525
393,1887
393,1468
393,3055
394,2876
394,2876
394,588
394,588
394,588
394,1716
394,1716
394,2033
394,2033
394,2033
395,2525
395,2525
395,147
396,2121
396,2121
396,2121
396,613
396,2251
397,742
397,742
397,3215
397,3215
397,3215
398,1296
399,2445
399,523
399,523
399,523
399,3578
399,3578
399,2374
399,2374
399,2374
399,3616
400,2276
401,3727
401,3616
401,3616
401,750
401,750
401,750
401,2819
401,2819
402,3591
402,1118
402,1118
402,1118
402,3706
402,3706
402,3706
402,1651
402,1651
402,1651
403,304
403,304
403,304
404,2454
404,2454
404,1720
404,1720
404,1720
405,2672
405,2672
405,2672
405,2447
405,2447
406,3222
406,3222
406,1006
406,1351
406,1651
406,3948
406,3948
406,3948
407,791
407,791
407,1018
407,1018
407,2271
407,2271
407,2271
407,1984
407,1984
407,1984
408,3479
408,3479
408,3479
408,2757
408,3046
409,953
409,953
409,953
409,658
409,658
409,658
409,3168
409,2983
409,2983
409,2983
409,555
410,2316
410,2316
410,702
411,1698
411,1698
411,3298
411,3298
411,3298
412,1860
412,1860
412,1860
412,355
412,355
412,355
412,3151
412,3151
413,100
413,100
413,96
413,96
413,96
413,1934
413,2083
413,2788
413,2788
414,3010
414,3010
414,3795
414,3795
414,3795
414,1704
414,1704
414,1704
415,1980
415,1980
415,130
415,130
416,3356
416,3356
416,2378
416,2378
416,2378
416,1485
416,1485
416,2930
416,2930
416,657
416,657
417,3753
417,3753
417,3753
417,2234
417,2234
417,2234
417,2261
418,1881
419,3566
420,2714
420,2714
420,2714
420,779
420,3526
420,1545
420,1545
420,3456
420,3456
420,3456
421,1363
421,1363
421,1979
421,3565
421,3565
421,80
421,80
421,2128
422,3458
422,608
422,608
422,1334
422,1334
422,1334
422,1077
423,3308
423,1339
423,1339
423,1339
423,2476
423,3101
423,3101
423,3101
423,2128
424,2505
424,2505
424,2505
425,2359
425,2641
425,3376
425,3376
425,3376
425,3702
425,3702
425,3702
425,755
425,755
425,755
426,3963
426,3330
426,3330
426,3330
426,2856
426,2856
426,2856
426,3899
427,458
427,458
427,458
427,1448
427,1448
428,1678
429,1567
429,1567
429,1567
429,180
429,180
429,180
429,1014
429,1014
429,3793
429,3793
429,3793
429,2701
430,1000
430,1888
430,1888
430,942
430,2385
430,2385
430,2385
430,1938
430,1938
431,421
431,421
431,421
432,996
432,3126
432,3126
432,617
432,617
432,168
432,1361
433,871
433,2230
433,2645
433,2645
433,452
433,452
433,452
434,678
434,2823
434,899
434,899
434,946
434,946
435,1442
435,1442
435,221
435,221
436,2253
436,3951
436,3951
436,3951
436,818
436,818
436,2456
436,2456
436,776
436,776
437,3447
437,3447
437,3447
437,1679
437,1679
437,1679
438,227
438,195
438,752
438,752
439,1946
439,1946
439,3012
439,3335
439,3335
439,3436
439,760
440,2193
441,302
442,1106
442,1106
442,1106
442,476
442,476
443,3675
444,881
444,881
444,881
445,3361
445,1760
445,2935
445,2935
445,2935
445,2299
445,2299
445,2299
446,3450
446,1027
446,3052
446,3052
446,1238
446,1238
446,1909
446,1909
447,608
447,608
447,608
447,2859
447,2859
447,1424
447,1424
448,1416
448,1416
448,1416
448,2153
448,435
448,435
448,282
448,282
448,1919
448,1919
449,93
449,93
449,93
449,2225
449,1855
449,1855
449,3076
449,3076
450,280
450,280
450,1516
450,1516
450,3453
450,3453
450,3544
451,2047
451,2047
451,3037
451,677
451,677
451,2417
451,2417
451,3152
451,3152
451,3152
452,3312
452,3312
453,3424
453,3728
454,1826
454,1826
454,3456
454,3456
454,3456
455,2047
455,2047
455,3300
455,3300
455,1619
455,1126
455,1126
455,1126
455,3519
455,3519
456,3775
456,3775
456,3775
456,2654
456,2654
456,2355
456,2184
456,2184
457,359
457,359
457,359
458,1020
458,1020
458,1020
458,3026
458,1995
458,1995
458,1995
458,3722
458,3722
459,851
459,851
459,851
459,541
459,541
459,541
460,121
460,121
460,1459
460,1459
460,1459
460,1535
460,2478
461,1448
461,1448
461,3178
461,253
461,1805
461,1176
462,226
462,226
462,226
462,3814
462,3814
462,3814
462,3096
462,3899
462,3881
462,3881
463,3869
463,2119
463,2119
463,3512
464,3673
464,3673
465,51
465,51
465,51
465,2906
465,2906
465,1459
465,1459
465,1459
465,2247
465,2247
465,2247
466,80
466,80
466,3523
466,3523
466,3543
466,3543
467,3607
467,3144
467,3144
467,2444
467,2444
467,2626
467,2626
467,2772
468,3079
468,3079
469,1027
469,1027
469,967
469,3964
469,3964
469,3964
469,3222
469,30
470,3891
470,3891
470,3891
470,3965
470,3965
470,3965
470,1688
470,3833
471,2248
471,2248
471,2248
471,534
471,534
471,534
471,3113
471,3113
472,3527
472,3527
472,3607
472,2575
473,1610
473,583
473,583
473,583
473,3296
473,3296
473,3
473,3
473,2472
473,2472
473,2472
474,38
474,38
474,38
475,3292
475,3292
475,3292
475,3298
475,3298
475,407
475,407
475,407
475,3756
475,3756
475,3756
476,3126
476,3417
476,3417
477,3269
477,3703
477,3703
477,3703
477,1909
478,1194
478,1194
478,3863
478,3863
478,3863
478,2420
478,3890
478,3890
478,3890
